Geneid	1AS	1AW	1BS	1BW	1CS	1CW	1DS	1DW	2AS	2AW	2BS	2BW	2CS	2CW	2DS	2DW	3AS	3AW	3BS	3BW	3CS	3CW	3DS	3DW
evm.model.scf7180000355491.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.28	29	248	72	0	0	0	0	0	468	0	0	0	0	320	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000357321.25	2	8	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.16	39	258	67	0	0	0	0	0	524	0	0	0	0	297	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000357321.4	24	398	64	0	0	0	0	0	563	0	0	0	0	151	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000357321.15	29	199	66	0	0	0	0	0	363	0	0	0	0	246	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000357321.21	3	13	1	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.17	64	591	154	0	0	0	0	0	1052	0	0	0	0	713	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000357321.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.26	10	51	20	0	0	0	0	0	110	0	0	0	0	69	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357321.19	8	65	9	0	0	0	0	0	144	0	0	0	0	33	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357321.20	3	16	1	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.27	13	58	30	0	0	0	0	0	214	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.5	9	39	24	0	0	0	0	0	84	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.12	69	488	176	0	0	0	0	0	970	0	0	0	0	722	0	0	0	0	0	0	0	0	18	0
evm.model.scf7180000357321.11	36	267	98	0	0	0	0	0	694	0	0	0	0	331	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000357321.29	17	97	21	0	0	0	0	0	224	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.9	16	101	36	0	0	0	0	0	206	0	0	0	0	106	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000357321.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357321.18	31	701	154	0	0	0	0	0	1630	0	0	0	0	1068	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000357435.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357435.17	40	211	73	0	0	0	0	0	514	0	0	0	0	235	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000357435.7	21	79	36	0	0	0	0	0	213	0	0	0	0	54	0	0	0	0	0	4	0	0	4	0
evm.model.scf7180000357435.1	17	197	45	0	0	0	0	0	342	0	0	0	0	237	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000357435.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357435.6	10	31	11	0	0	0	0	0	81	0	0	0	0	65	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357435.13	26	95	19	0	0	0	0	0	180	0	0	0	0	100	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000357435.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357435.16	30	253	50	0	0	0	0	0	494	0	0	0	0	209	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000357435.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357435.8	0	7	12	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357435.14	7	34	4	0	0	0	0	0	88	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000357435.15	3	75	24	0	0	0	0	0	184	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000357435.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.4	8	45	9	0	0	0	0	0	86	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.16	65	238	105	0	0	0	0	0	874	0	0	0	0	443	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000355978.32	10	46	17	0	0	0	0	0	116	0	0	0	0	67	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000355978.23	14	41	19	0	0	0	0	0	186	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.15	2	26	1	0	0	0	0	0	36	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355978.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.22	25	144	65	0	0	0	0	0	340	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.13	7	67	16	0	0	0	0	0	70	0	0	0	0	68	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355978.20	24	120	48	0	0	0	0	0	502	0	0	0	0	58	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355978.21	5	23	5	0	0	0	0	0	81	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.24	7	16	7	0	0	0	0	0	116	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.12	18	108	29	0	0	0	0	0	221	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.17	86	505	102	0	0	0	0	0	1094	0	0	0	0	729	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000355978.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.1	76	615	175	0	0	0	0	0	1319	0	0	0	0	696	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000355978.18	41	977	80	0	0	0	0	0	778	0	0	0	0	367	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000355978.2	17	173	32	0	0	0	0	0	333	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.25	14	37	8	0	0	0	0	0	86	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355978.27	21	66	33	0	0	0	0	0	199	0	0	0	0	91	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000355978.26	47	242	71	0	0	0	0	0	646	0	0	0	0	266	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355978.14	4	4	5	0	0	0	0	0	59	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354739.2	104	921	209	0	0	0	0	0	2083	0	0	0	0	1244	0	0	0	0	0	0	0	0	17	0
evm.model.scf7180000354739.1	4	38	25	0	0	0	0	0	204	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354739.4	0	4	1	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.13	2	7	7	0	0	0	0	0	103	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.10	7	3	4	0	0	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.5	6	1	12	0	0	0	0	0	236	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.20	4	0	6	0	0	0	0	0	21	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.19	51	88	94	0	0	0	0	0	641	0	0	0	0	443	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000354491.21	32	81	73	0	0	0	0	0	572	0	0	0	0	271	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000354491.9	2	9	7	0	0	0	0	0	70	0	0	0	0	57	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000354491.3	106	382	230	0	0	0	0	0	2023	0	0	0	0	802	0	0	0	0	0	1	0	0	17	0
evm.model.scf7180000354491.27	9	40	7	0	0	0	0	0	84	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.2	81	39	191	0	0	0	0	0	1409	0	0	0	0	741	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000354491.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.11	15	31	26	0	0	0	0	0	146	0	0	0	0	66	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000354491.4	16	96	38	0	0	0	0	0	301	0	0	0	0	142	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000354491.6	142	637	221	0	0	0	0	0	2319	0	0	0	0	1947	0	0	0	0	0	0	0	0	18	0
evm.model.scf7180000354491.7	13	8	28	0	0	0	0	0	218	0	0	0	0	216	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000354491.17	11	17	11	0	0	0	0	0	120	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.1	4	23	19	0	0	0	0	0	206	0	0	0	0	83	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000354491.26	4	19	6	0	0	0	0	0	72	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.12	2	0	4	0	0	0	0	0	28	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354491.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355179.1	0	22	7	0	0	0	0	0	42	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355179.2	13	113	22	0	0	0	0	0	188	0	0	0	0	168	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000348061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.6	9	102	32	0	0	0	0	0	162	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.8	115	1038	217	0	0	0	0	0	1753	0	0	0	0	937	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000353927.3	44	214	104	0	0	0	0	0	838	0	0	0	0	336	0	0	0	0	0	0	0	0	15	0
evm.model.scf7180000353927.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.2	100	690	242	0	0	0	0	0	1425	0	0	0	0	898	0	0	0	0	0	0	0	0	14	0
evm.model.scf7180000353927.1	7	126	22	0	0	0	0	0	154	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.4	25	180	43	0	0	0	0	0	305	0	0	0	0	207	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000353927.11	5	67	20	0	0	0	0	0	92	0	0	0	0	82	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000353927.5	51	438	120	0	0	0	0	0	831	0	0	0	0	453	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000353927.12	1	54	6	0	0	0	0	0	90	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353927.9	47	407	120	0	0	0	0	0	870	0	0	0	0	339	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000355740.21	80	441	142	0	0	0	0	0	1079	0	0	0	1	642	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000355740.14	1	6	1	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.27	269	2342	523	0	0	0	0	0	4281	0	0	0	0	2001	0	0	0	0	0	0	0	0	34	0
evm.model.scf7180000355740.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.18	24	228	69	0	0	0	0	0	373	0	0	0	0	225	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000355740.24	40	170	41	0	0	0	0	0	412	0	0	0	0	261	0	0	0	0	0	2	0	0	6	0
evm.model.scf7180000355740.20_evm.model.scf7180000355740.19	670	4953	1312	0	0	0	0	0	9299	0	0	0	0	5503	0	0	0	0	0	1	0	0	94	0
evm.model.scf7180000355740.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.23	99	688	246	0	0	0	0	0	1530	0	0	0	0	877	0	0	0	0	0	0	0	0	15	0
evm.model.scf7180000355740.13	110	665	249	0	0	0	0	0	1615	0	0	0	0	429	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000355740.26	1	19	7	0	0	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.16	1	8	0	0	0	0	0	0	12	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355740.25	30	303	66	0	0	0	0	0	594	0	0	0	0	341	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000350750.2	8	103	31	0	0	0	0	0	245	0	0	0	0	82	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000350750.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353033.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353033.1	23	275	63	0	0	0	0	0	559	0	0	0	0	389	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000353033.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356199.7	61	541	182	0	0	0	0	0	1238	0	0	0	0	588	0	0	0	0	0	1	0	0	9	0
evm.model.scf7180000356199.3	38	134	55	0	0	0	0	0	351	0	0	0	0	113	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356199.6	182	1390	380	0	0	0	0	0	2831	0	0	0	0	1790	0	0	0	0	0	2	0	0	27	0
evm.model.scf7180000356199.1	20	123	46	0	0	0	0	0	302	0	0	0	0	153	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356199.4	7	28	11	0	0	0	0	0	62	0	0	0	0	50	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356199.2	181	817	347	0	0	0	0	0	3420	0	0	0	0	1545	0	0	0	0	0	0	0	0	18	0
evm.model.scf7180000356199.5	87	543	152	0	0	0	0	0	1114	0	0	0	0	629	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000356199.8	69	426	116	0	0	0	0	0	980	0	0	0	0	510	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000353408.7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353408.10	37	506	149	0	0	0	0	0	1114	0	0	0	0	648	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353408.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353408.6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353408.9	10	82	32	0	0	0	0	0	241	0	0	0	0	108	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000353408.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353408.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353408.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353408.8	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355095.1	6	51	9	0	0	0	0	0	97	0	0	0	0	47	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355095.2	5	24	8	0	0	0	0	0	36	0	0	0	0	22	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000347106.2	55	427	87	0	0	0	0	0	681	0	0	0	0	545	0	0	0	0	0	0	0	0	15	0
evm.model.scf7180000347106.1	254	1455	461	0	0	0	0	0	3630	0	0	0	0	1613	0	0	0	0	0	0	0	0	22	0
evm.model.scf7180000345457.4	0	3	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000345457.2	121	1168	308	0	0	0	0	0	2685	0	0	0	0	1432	0	0	0	0	0	0	0	0	17	0
evm.model.scf7180000345457.3	6	18	21	0	0	0	0	0	107	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000345457.1	171	1012	289	0	0	0	0	0	2031	0	0	0	0	1487	0	0	0	0	0	0	0	0	19	0
evm.model.scf7180000355757.2	23	170	45	0	0	0	0	0	338	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000355757.3	59	110	36	0	0	0	0	0	354	0	0	0	0	170	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000355757.4	5	220	19	0	0	0	0	0	206	0	0	0	0	236	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356574.7	27	126	17	0	0	0	0	0	229	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356574.17	56	398	106	0	0	0	0	0	930	0	0	0	0	505	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000356574.19	5	31	12	0	0	0	0	0	80	0	0	0	0	16	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356574.24	52	407	100	0	0	0	0	0	916	0	0	0	0	527	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356574.23	35	94	29	0	0	0	0	0	232	0	0	0	0	179	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356574.15	12	70	21	0	0	0	0	0	114	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356574.6	74	543	146	0	0	0	0	0	1256	0	0	0	0	567	0	0	0	0	0	0	0	0	11	0
evm.model.scf7180000356574.9	15	92	26	0	0	0	0	0	198	0	0	0	0	81	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000356574.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356574.22	10	59	33	0	0	0	0	0	200	0	0	0	0	116	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356574.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356574.18	8	99	18	0	0	0	0	0	189	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356574.11	255	352	331	0	0	0	0	0	2898	0	0	0	0	1826	0	0	0	0	0	0	0	0	36	0
evm.model.scf7180000356574.16	29	296	70	0	0	0	0	0	472	0	0	0	0	381	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000356574.10	115	167	161	0	0	0	0	0	1649	0	0	0	0	1042	0	0	0	0	0	0	0	0	21	0
evm.model.scf7180000356574.12	9	107	17	0	0	0	0	0	156	0	0	0	0	102	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356574.8	47	328	86	0	0	0	0	0	691	0	0	0	0	348	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000356574.13	0	22	3	0	0	0	0	0	30	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356574.20	24	189	35	0	0	0	0	0	387	0	0	0	0	197	0	0	0	0	0	1	0	0	2	0
evm.model.scf7180000353163.1	30	41	41	0	0	0	0	0	434	0	0	0	0	165	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000345463.1	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.19	3	6	3	0	0	0	0	0	52	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.14	44	166	41	0	0	0	0	0	437	0	0	0	0	219	0	0	0	0	0	0	0	0	8	0
evm.model.scf7180000356570.1	33	304	76	0	0	0	0	0	612	0	0	0	0	297	0	0	0	0	0	0	0	0	6	0
evm.model.scf7180000356570.9	20	139	21	0	0	0	0	0	321	0	0	0	0	209	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356570.8	79	363	110	0	0	0	0	0	1022	0	0	0	0	329	0	0	0	0	0	0	0	0	7	0
evm.model.scf7180000356570.20	0	11	0	0	0	0	0	0	57	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.10	74	377	99	0	0	0	0	0	637	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000356570.3	52	450	108	0	0	0	0	0	1112	0	0	0	0	518	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000356570.13	232	1279	450	0	0	0	0	0	3281	0	0	0	0	1904	0	0	0	0	0	0	0	0	20	0
evm.model.scf7180000356570.7	5	65	21	0	0	0	0	0	176	0	0	0	0	123	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356570.2	20	107	19	0	0	0	0	0	224	0	0	0	0	99	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000356570.21	63	402	131	0	0	0	0	0	842	0	0	0	0	490	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000356570.11	60	331	114	0	0	0	0	0	845	0	0	0	0	559	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000356570.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354337.4	26	67	27	0	0	0	0	0	279	0	0	0	0	154	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000354337.1	166	886	321	0	0	0	0	0	2198	0	0	0	0	477	0	0	0	0	0	1	0	0	13	0
evm.model.scf7180000354337.2	170	1421	403	0	0	0	0	0	3298	0	0	0	0	1427	0	0	0	0	0	0	0	0	18	0
evm.model.scf7180000354337.10	66	1101	112	0	0	0	0	0	1127	0	0	0	0	694	0	0	0	0	0	0	0	0	9	0
evm.model.scf7180000354337.3	49	252	81	0	0	0	0	0	662	0	0	0	0	353	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000354337.6	1	32	9	0	0	0	0	0	47	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354337.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000354337.5	36	272	102	0	0	0	0	0	734	0	0	0	0	329	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000354337.9	468	6205	785	0	0	0	0	0	6575	0	0	0	0	4588	0	0	0	0	0	2	0	0	62	0
evm.model.scf7180000350486.7	8	65	13	0	0	0	0	0	151	0	0	0	0	45	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000350486.5	41	767	110	0	0	0	0	0	840	0	0	0	1	874	0	0	0	0	0	0	0	0	3	0
evm.model.scf7180000350486.2	215	1629	407	0	0	0	0	0	3185	0	0	0	0	2235	0	0	0	0	0	0	0	0	31	0
evm.model.scf7180000350486.9	16	91	23	0	0	0	0	0	282	0	0	0	0	179	0	0	0	0	0	0	0	0	4	0
evm.model.scf7180000350486.6	26	188	36	0	0	0	0	0	481	0	0	0	0	243	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000350486.8	20	70	22	0	0	0	0	0	285	0	0	0	0	87	0	0	0	0	0	0	0	0	1	0
evm.model.scf7180000350486.3	115	534	180	0	0	0	0	0	1297	0	0	0	0	617	0	0	0	0	0	0	0	0	10	0
evm.model.scf7180000346310.3	9	95	26	0	0	0	0	0	172	0	0	0	0	134	0	0	0	0	0	0	0	0	2	0
evm.model.scf7180000346310.2	2	62	22	0	0	0	0	0	116	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000346310.1	6	39	12	0	0	0	0	0	116	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353931.4	36	389	95	0	0	0	0	0	70	0	0	0	0	217	0	0	0	0	0	0	0	0	13	0
evm.model.scf7180000353931.8	158	534	287	0	0	0	0	0	2359	0	0	0	0	1383	0	0	0	0	0	0	0	0	21	0
evm.model.scf7180000353931.5	6	84	21	0	0	0	0	0	132	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353931.10	25	176	43	0	0	0	0	0	351	0	0	0	0	211	0	0	0	0	0	0	0	0	12	0
evm.model.scf7180000353931.9	40	192	60	0	0	0	0	0	506	0	0	0	0	201	0	0	0	0	0	0	0	0	5	0
evm.model.scf7180000353931.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.scf7180000353931.6	4	3	2	0	0	0	0	0	9	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
