ID,Description,GeneRatio,BgRatio,pvalue,OddsRatio,Count,TermSize,GeneIDs,p.adjust,TERM,ONTOLOGY
GO:0060255,regulation of macromolecule metabolic process,5/12,2977/8282,0.4442541660027186,1.2732487070779126,5,2977,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.6998772162800602,regulation of macromolecule metabolic process,BP
GO:0010033,response to organic substance,3/12,1665/8282,0.4453764103600383,1.3252613619071523,3,1665,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.6998772162800602,response to organic substance,BP
GO:0005634,nucleus,6/12,3678/8282,0.4563444439094557,1.2521378034082644,6,3678,Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1/Montipora_capitata_HIv3___RNAseq.g2578.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7068922042892245,nucleus,CC
GO:0051173,positive regulation of nitrogen compound metabolic process,3/12,1697/8282,0.4590209118761198,1.293934984517545,3,1697,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1,0.7068922042892245,positive regulation of nitrogen compound metabolic process,BP
GO:0051252,regulation of RNA metabolic process,3/12,1711/8282,0.464965307690992,1.2805987384422335,3,1711,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.708957003806067,regulation of RNA metabolic process,BP
GO:0031325,positive regulation of cellular metabolic process,3/12,1775/8282,0.49191230524254237,1.2223161636394664,3,1775,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1,0.7426911275230541,positive regulation of cellular metabolic process,BP
GO:0010604,positive regulation of macromolecule metabolic process,3/12,1791/8282,0.4985838547758562,1.2084046973705445,3,1791,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1,0.7454554721891442,positive regulation of macromolecule metabolic process,BP
GO:2000112,GO:2000112,3/12,1829/8282,0.514311099209767,1.1763495518436888,3,1829,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7615760507529243,NA,NA
GO:0019538,protein metabolic process,4/12,2529/8282,0.5240054571399728,1.1375948082256737,4,2529,Montipora_capitata_HIv3___TS.g13493.t1/Montipora_capitata_HIv3___TS.g14965.t1/Montipora_capitata_HIv3___RNAseq.g29751.t1/Montipora_capitata_HIv3___RNAseq.g44164.t1,0.7685413371386267,protein metabolic process,BP
GO:0019219,regulation of nucleobase-containing compound metabolic process,3/12,1890/8282,0.5391761448501169,1.1275443901359534,3,1890,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7691732495288099,regulation of nucleobase-containing compound metabolic process,BP
GO:0010556,regulation of macromolecule biosynthetic process,3/12,1896/8282,0.5415944913552858,1.1229134938737295,3,1896,Montipora_capitata_HIv3___RNAseq.g25591.t1/Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7691732495288099,regulation of macromolecule biosynthetic process,BP
GO:1901363,heterocyclic compound binding,3/12,1902/8282,0.5440076934868425,1.118311867182691,3,1902,Montipora_capitata_HIv3___RNAseq.g49974.t1/Montipora_capitata_HIv3___TS.g16805.t1/Montipora_capitata_HIv3___RNAseq.g43134.t1,0.7691732495288099,heterocyclic compound binding,MF
