gene,signed_logP
SCF082_s572_g15333,2.77076641084475
SCF082_s44_g2244,2.76705992261528
SCF082_s61_g2954,2.76546236397323
SCF082_s2402_g34761,-2.76416645934404
SCF082_s18138_g50576,-2.76401990331779
SCF082_s944_g21193,2.759163839535
SCF082_s24663_g51902,-2.75941215576521
SCF082_s100_g4215,2.75174553757481
SCF082_s484_g13505,-2.74993446372665
SCF082_s886_g20426,2.75187908898559
SCF082_s1007_g22040,2.7501833642882
SCF082_s2336_g34254,-2.75441594459581
SCF082_s2522_g35523,2.74932415085703
SCF082_s3384_g40049,-2.75135836855666
SCF082_s3386_g40061,-2.75135836855666
SCF082_s4112_g42240,2.75220391724731
SCF082_s12707_g48649,-2.75308053695818
SCF082_s36752_g53150,-2.74957971619681
SCF082_s1927_g31401,-2.74697958492227
SCF082_s550_g14867,2.74197878031982
SCF082_s1358_g26258,2.7415687524898
SCF082_s2741_g36844,-2.74125902798761
SCF082_s3004_g38286,2.74359369129644
SCF082_s50_g2525,2.73770315166876
SCF082_s1158_g23976,-2.73828508086626
SCF082_s711_g17770,2.73456517339278
SCF082_s712_g17787,2.73456517339278
SCF082_s1194_g24393,-2.73014359419483
SCF082_s516_g14186,2.72903775880591
SCF082_s173_g6359,2.7280236211352
SCF082_s393_g11596,-2.72600333574926
SCF082_s1625_g28837,-2.72642612158902
SCF082_s3478_g40413,2.72411439488727
SCF082_s236_g8048,2.72071028102324
SCF082_s1087_g23096,2.72036491787278
SCF082_s2465_g35194,-2.72107151175699
SCF082_s126_g5039,2.71920936127965
SCF082_s1391_g26572,2.71812677196664
SCF082_s412_g11993,2.71666223873114
SCF082_s78_g3479,-2.71574092377766
SCF082_s2504_g35419,2.7133174013936
SCF082_s1549_g28151,2.71032047095098
SCF082_s2676_g36443,2.71053367411263
SCF082_s2302_g34030,-2.70952891147086
SCF082_s6171_g45070,2.70796466169835
SCF082_s49_g2470,2.70693093233876
SCF082_s395_g11627,-2.70573852598655
SCF082_s854_g20017,-2.70252417623685
SCF082_s2239_g33585,-2.70179644725832
SCF082_s235_g8023,-2.69757070776432
SCF082_s4049_g42088,2.69340149768246
SCF082_s36871_g53158,-2.69104862618584
SCF082_s1136_g23699,-2.68999531668699
SCF082_s1088_g23101,2.68901907838184
SCF082_s1269_g25238,2.68809506303103
SCF082_s16_g798,2.68624948593969
SCF082_s1116_g23457,-2.68596532222101
SCF082_s888_g20459,-2.68405116524102
SCF082_s7_g450,2.67869872241472
SCF082_s796_g19088,2.67939133123707
SCF082_s45_g2293,2.67499242652813
SCF082_s1003_g21978,2.67321488343396
SCF082_s4156_g42337,2.67228904721257
SCF082_s3078_g38695,2.67072210955601
SCF082_s1459_g27237,2.66697150297258
SCF082_s1832_g30628,-2.66745703312034
SCF082_s2461_g35169,2.6665020540924
SCF082_s463_g13097,-2.6650303759917
SCF082_s589_g15595,-2.66303354336899
SCF082_s4295_g42619,2.66205281278418
SCF082_s1546_g28115,-2.65855674738591
SCF082_s919_g20870,2.65715105189101
SCF082_s8857_g46953,-2.65633379393946
SCF082_s363_g10976,2.6536998753191
SCF082_s38_g2049,2.65198242729213
SCF082_s176_g6437,-2.64943637447181
SCF082_s724_g17975,-2.6495964202363
SCF082_s726_g18009,-2.6495964202363
SCF082_s360_g10934,2.64574519181667
SCF082_s1353_g26221,2.64544730557292
SCF082_s55_g2689,-2.64342335453171
SCF082_s1752_g29908,2.64273649503372
SCF082_s2137_g32908,2.64165230170857
SCF082_s2872_g37618,2.64234404467897
SCF082_s3327_g39787,2.64403989305303
SCF082_s1997_g31901,2.64072519348602
SCF082_s264_g8714,2.63619955854978
SCF082_s1547_g28125,-2.6368418684913
SCF082_s55_g2697,-2.63392157013215
SCF082_s2989_g38205,2.63253849114017
SCF082_s404_g11785,-2.63032155335662
SCF082_s760_g18517,2.63071727482387
SCF082_s6025_g44931,2.63143733354669
SCF082_s1560_g28267,2.6288967605267
SCF082_s708_g17740,-2.62729498528535
SCF082_s820_g19433,2.62733438327619
SCF082_s1273_g25293,2.62678819696368
SCF082_s937_g21094,-2.62504064498114
SCF082_s4826_g43565,-2.62419293261963
SCF082_s575_g15360,2.62328052426435
SCF082_s640_g16470,-2.61699167705013
SCF082_s3128_g38906,-2.61266382640011
SCF082_s2741_g36842,-2.61108227132288
SCF082_s3870_g41731,2.60718589892518
SCF082_s1912_g31257,2.60517760437484
SCF082_s1369_g26365,2.60320276035911
SCF082_s509_g14045,-2.60071448836684
SCF082_s836_g19703,-2.60169041995803
SCF082_s4805_g43529,2.60070558887219
SCF082_s2119_g32763,2.59991836587747
SCF082_s192_g6887,-2.59624123311601
SCF082_s213_g7504,2.59784776563335
SCF082_s405_g11807,-2.58892291454016
SCF082_s506_g14000,-2.5930674444488
SCF082_s622_g16159,-2.59108752780226
SCF082_s627_g16276,2.59639162294642
SCF082_s667_g17015,-2.58985340455061
SCF082_s942_g21161,2.59206882828751
SCF082_s1165_g24045,2.59087366951637
SCF082_s1980_g31769,2.59346646673498
SCF082_s2220_g33455,2.59359345909187
SCF082_s2619_g36113,2.59424300156624
SCF082_s2721_g36713,-2.59187143039824
SCF082_s3384_g40042,2.59303506410768
SCF082_s7036_g45764,-2.59779609166069
SCF082_s25239_g51990,-2.58904884532513
SCF082_s419_g12086,-2.58387176756952
SCF082_s4591_g43176,-2.58449515879438
SCF082_s1298_g25579,-2.58173390412651
SCF082_s2787_g37174,2.58209722814373
SCF082_s409_g11908,2.58017784917038
