,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Montipora_capitata_HIv3___RNAseq.g30230.t1,117.640470874579,4.73388053111974,0.59678799791201,7.93226497128331,2.15184697995996e-15,1.01466172391785e-12
Montipora_capitata_HIv3___TS.g9841.t2,82.2527309424757,4.13190729263357,0.521365330019338,7.9251669697337,2.27839979215735e-15,1.03220445485874e-12
Montipora_capitata_HIv3___RNAseq.g40218.t1,85.5239156935495,9.81978370593076,1.23892627560834,7.92604362282094,2.26238146629736e-15,1.03220445485874e-12
Montipora_capitata_HIv3___TS.g15116.t1,53.6880331928751,-4.0852792769608,0.516535887910184,-7.9089940749115,2.59476961156619e-15,1.13117267689126e-12
Montipora_capitata_HIv3___TS.g1118.t1,592.679565825074,3.78187338435004,0.478037825710502,7.91124296226786,2.54831637629938e-15,1.13117267689126e-12
Montipora_capitata_HIv3___RNAseq.g9262.t1,119.01680567108,-8.56610938802398,1.08393727611337,-7.90277221458709,2.72767786197311e-15,1.16709253705349e-12
Montipora_capitata_HIv3___RNAseq.g31153.t1,133.992422123627,-9.61326822362871,1.21836087532565,-7.89032906285604,3.01390773723397e-15,1.26611524125074e-12
Montipora_capitata_HIv3___RNAseq.g2796.t1,69.9872902398488,3.97510535976805,0.505419094393852,7.8649687039137,3.69189735637111e-15,1.52323729319562e-12
Montipora_capitata_HIv3___RNAseq.g11650.t1a,76.5585717367899,6.83924895457418,0.873460339208678,7.83006239386928,4.87627910347905e-15,1.97660401203304e-12
Montipora_capitata_HIv3___RNAseq.g36838.t1,242.625929827408,1.93020569835708,0.249604766795405,7.73304822315043,1.0500149904605e-14,4.18286144044652e-12
Montipora_capitata_HIv3___RNAseq.g19905.t1,127.484156654834,1.86497304538864,0.241721157083301,7.71539019543059,1.20612661368015e-14,4.72331447611522e-12
Montipora_capitata_HIv3___RNAseq.g2559.t1a,1044.94464545853,-2.28681540571471,0.29649174860919,-7.71291415846112,1.22976808138644e-14,4.73563192007227e-12
Montipora_capitata_HIv3___RNAseq.g23734.t3,90.8358678677527,7.09757543580859,0.921021880774815,7.70619632818898,1.29623165500295e-14,4.90974301456444e-12
Montipora_capitata_HIv3___RNAseq.g34299.t1,195.155595472976,10.0457096886796,1.30645015610628,7.68931722479146,1.47922285625399e-14,5.51249098286265e-12
Montipora_capitata_HIv3___TS.g47198.t1,87.7495148145982,-9.96801785489899,1.29717867671598,-7.6843830644323,1.53736023558763e-14,5.63820765765907e-12
Montipora_capitata_HIv3___RNAseq.g36542.t1,121.738468576389,10.3293146443921,1.34637397217908,7.6719506302356,1.69400158726437e-14,6.1156104177724e-12
Montipora_capitata_HIv3___RNAseq.g30844.t1,59.9894867081788,5.28820158339807,0.697219050936125,7.58470609243657,3.33241585711843e-14,1.18454566736494e-11
Montipora_capitata_HIv3___RNAseq.g1393.t1,64.2600507123638,6.5870369306649,0.86901363206346,7.57990057650084,3.45819867957256e-14,1.21063152259885e-11
Montipora_capitata_HIv3___RNAseq.g26525.t1,119.397012013387,-10.4128663927477,1.3756512417315,-7.56940863851601,3.74927032792708e-14,1.29293867054859e-11
