"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Montipora_capitata_HIv3___RNAseq.g9226.t1",215.849995743826,1.47295528758429,0.38956467492369,3.78102888274668,0.00015618155136466,0.0220530315074716
"Montipora_capitata_HIv3___RNAseq.g1559.t1",247.614375583583,1.51592847521311,0.401355492346293,3.77702187741622,0.000158714795027284,0.0222706616447346
"Montipora_capitata_HIv3___RNAseq.34213_t",135.972796051204,2.0470012116824,0.543564130707863,3.76588721742301,0.000165958699126521,0.0231424767334753
"Montipora_capitata_HIv3___TS.g33589.t1",382.395082643048,-1.34883295465176,0.35933323177014,-3.75371058225583,0.000174236026703864,0.0241467471328917
"Montipora_capitata_HIv3___RNAseq.g14624.t1",63.6413174578281,-3.30444416093573,0.882381589287031,-3.74491512635223,0.000180454769651161,0.0247884562408545
"Montipora_capitata_HIv3___RNAseq.g11426.t1",411.851134311454,3.05482839484419,0.815914599447774,3.74405409207257,0.000181074643601627,0.0247884562408545
"Montipora_capitata_HIv3___RNAseq.g401.t1",1278.82221487538,0.635217212926258,0.169795316612302,3.74107617100338,0.000183233972071369,0.0249320357998442
"Montipora_capitata_HIv3___RNAseq.g41558.t1",23.0747751507874,3.49197750158172,0.935633263882665,3.73220751802988,0.000189809028702297,0.0256710994180438
"Montipora_capitata_HIv3___RNAseq.g39044.t3",9.75742505719703,-6.57663547909637,1.76614612375395,-3.72372103907105,0.000196307831566109,0.0263872182401239
"Montipora_capitata_HIv3___RNAseq.g49974.t1",1272.04894916196,-0.493302828856254,0.13252809277384,-3.72225102264227,0.000197454575045246,0.0263872182401239
"Montipora_capitata_HIv3___TS.g16805.t1",49.2240994062223,-1.64998994630874,0.445178561255195,-3.70635535919911,0.000210263226959105,0.0277683512262286
"Montipora_capitata_HIv3___TS.g45844.t2b",243.527354089588,-1.58261938197808,0.426835342737914,-3.70779835574638,0.000209069025764696,0.0277683512262286
"Montipora_capitata_HIv3___RNAseq.g38656.t1",14.1796182761802,-5.28857547279179,1.42813662253512,-3.70312993122738,0.000212955742910914,0.0279594700824148
"Montipora_capitata_HIv3___RNAseq.g34571.t1",880.987626479738,1.70801473883399,0.461577371241626,3.70038664209099,0.000215271225941719,0.0280991528698693
"Montipora_capitata_HIv3___RNAseq.g12097.t1",2408.13977056426,0.632019989412631,0.171171637031178,3.69231725754608,0.000222220009583273,0.0288385054055148
"Montipora_capitata_HIv3___RNAseq.g37424.t1",102.026839205252,1.75326681716714,0.477045026447924,3.67526484915262,0.000237602800441163,0.0306575889235893
"Montipora_capitata_HIv3___TS.g17943.t1",2058.29929027267,-1.73858458485531,0.476399754765383,-3.64942376116782,0.000262829227400542,0.0337187370535403
"Montipora_capitata_HIv3___TS.g35289.t2",233.910269163688,3.76275533249779,1.03306398950659,3.64232551973373,0.000270186106839808,0.0342708942636188
