"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
108 0.656695430301421 2 88 "GO:0001906;GO:0006959;GO:0019730;GO:0031640;GO:0141061;GO:0141060;GO:0044364;GO:0061844;GO:0002251;GO:0002385;GO:0002227;GO:0019731" "humoral immune response" 0.869235860025532
-1608 0.00121419198679825 3 21 "GO:0001945;GO:0001946;GO:0036303" "lymph vessel development" 0.0222173672188482
-507 0.275814337542287 2 24 "GO:0001960;GO:0060761;GO:0060338" "negative regulation of response to cytokine stimulus" 0.572859711282398
0 0.999371043319566 3 66 "GO:0001974;GO:0048771" "tissue remodeling" 0.999371043319566
307 0.405648125567779 5 38 "GO:0001975;GO:0014075;GO:0097366" "response to amine" 0.701998654915668
-12 0.961212300562996 2 88 "GO:0002011;GO:0061383;GO:0061384;GO:0003344;GO:0060039" "morphogenesis of an epithelial sheet" 0.988056038280115
-319 0.338313323773844 7 47 "GO:0002028;GO:1902305;GO:2000649;GO:0055078;GO:0010765" "regulation of sodium ion transport" 0.640275321170524
-547 0.0498505233062193 2 67 "GO:0002040;GO:0002042;GO:0043534;GO:0043542" "endothelial cell migration" 0.247186273596124
-1277 0.00253889944898607 2 29 "GO:0002063;GO:0003417;GO:0060351" "chondrocyte development" 0.0332068182360904
735 0.036621718506418 2 42 "GO:0002082;GO:1903715;GO:0043457;GO:1901857;GO:1903862" "regulation of cellular respiration" 0.207378607163562
320 0.562244216952219 2 17 "GO:0002097" "tRNA wobble base modification" 0.815254114580718
-223 0.00707192295667152 3 845 "GO:0002165;GO:0007444;GO:0007472;GO:0007560;GO:0007476;GO:0035114;GO:0035120;GO:0035107;GO:0009886;GO:0007552;GO:0035220;GO:0048563;GO:0048569;GO:0048707;GO:0048736;GO:0048737;GO:0007424;GO:0060541" "obsolete post-embryonic animal organ development" 0.0683619219144914
673 8.17810925346851e-06 6 234 "GO:0002181;GO:0006413;GO:0006612;GO:0006613;GO:0006614;GO:0045047;GO:0072599;GO:0070972;GO:0000184" "translational initiation" 0.000521763370371291
955 0.00210882046803269 4 54 "GO:0002183;GO:0032790;GO:0032988;GO:0001731;GO:0019080;GO:0019081;GO:0075522" "viral gene expression" 0.0301215102672729
-34 0.915598818308695 6 50 "GO:0002225;GO:0002760;GO:0002784;GO:0002759;GO:0002922;GO:0002920;GO:0002805" "regulation of humoral immune response" 0.974036057555826
831 0.0026972383065162 3 68 "GO:0002230;GO:0050691;GO:0050688" "regulation of defense response to virus" 0.0343013310290735
-100 0.705383891843559 4 75 "GO:0002244;GO:0060218;GO:0060216" "hematopoietic progenitor cell differentiation" 0.8971915014614
199 0.354977907243715 3 113 "GO:0002262;GO:0030218;GO:0034101;GO:0048821;GO:0061515;GO:0035162" "myeloid cell homeostasis" 0.650560102386449
-437 0.0536970903256352 3 102 "GO:0002285;GO:0002312;GO:0042113;GO:0030183" "B cell activation" 0.256739878726334
106 0.780924201354132 2 36 "GO:0002286;GO:0002287;GO:0046631;GO:0002292;GO:0002293;GO:0046632;GO:0002294;GO:0043367;GO:0035710;GO:0042093" "alpha-beta T cell activation" 0.924155990825891
369 0.0555983902897639 3 142 "GO:0002478;GO:0019884;GO:0048002;GO:0019882;GO:0002495;GO:0002504;GO:0019886;GO:0006890" "antigen processing and presentation" 0.260821860329922
-7 0.945512846879486 3 531 "GO:0002520;GO:0030097;GO:0048534;GO:0048872" "immune system development" 0.98549196532563
-193 0.193043013485697 4 243 "GO:0002521;GO:0030098;GO:0046649;GO:1903131;GO:0030217;GO:0042110;GO:0033077" "leukocyte differentiation" 0.483618230119927
161 0.603068805723853 2 54 "GO:0002532;GO:0006691;GO:0019370;GO:0019372;GO:0042759" "long-chain fatty acid biosynthetic process" 0.836430213156127
-118 0.509730023227345 4 164 "GO:0002576;GO:1903426;GO:2000377;GO:1903428;GO:2000379;GO:0045428;GO:0080164;GO:0045429;GO:1904407" "regulation of reactive oxygen species metabolic process" 0.788064026217398
502 0.0996150761350397 3 56 "GO:0002639;GO:0002712;GO:0002714;GO:0002889;GO:0002891;GO:0045911;GO:0045191;GO:0006298;GO:0045830" "regulation of B cell mediated immunity" 0.332165950736003
-200 0.310853664971231 2 135 "GO:0002673;GO:0001990;GO:0003044;GO:0050886;GO:0001991;GO:0003081;GO:0016486;GO:0140448;GO:0010955;GO:0070613;GO:1903318;GO:1903317;GO:0030449;GO:2000257;GO:0030193;GO:0050818;GO:1900046;GO:2000345;GO:0030194;GO:0050820;GO:1900048;GO:0002002;GO:0002003" "regulation of protein maturation" 0.610856175313076
-16 0.792556706936255 3 1722 "GO:0002682;GO:0002684;GO:0032101;GO:0032103;GO:1901652;GO:0044419;GO:0050776;GO:0050778;GO:0006952;GO:0009607;GO:0051707;GO:0043207;GO:0019221;GO:0034097;GO:0045087;GO:0140546;GO:0098542;GO:0071345" "biological process involved in interspecies interaction between organisms" 0.930463128783246
-551 0.00221224614141841 2 163 "GO:0002685;GO:0002687;GO:0002688;GO:0050920;GO:0002690;GO:0050921;GO:0071675;GO:0071677" "regulation of chemotaxis" 0.031134111137315
