"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-872 0.128166370934587 2 12 "GO:0004629" "phospholipase C activity" 0.428441868552762
-1039 0.138801701699652 2 8 "GO:0004630" "phospholipase D activity" 0.443797656802753
1539 0.0830196252800817 5 5 "GO:0004645" "1,4-alpha-oligoglucan phosphorylase activity" 0.352627913318367
476 0.471572598575049 -1 9 "GO:0004652" "obsolete polynucleotide adenylyltransferase activity" 0.777098507510996
-93 0.856902353242198 4 15 "GO:0004659" "prenyltransferase activity" 0.957320597762768
-1054 0.235123501949572 2 5 "GO:0004661" "protein geranylgeranyltransferase activity" 0.581930667325191
-288 0.00917082022128644 2 338 "GO:0004672" "protein kinase activity" 0.107298596589051
-451 0.000893055875860851 3 221 "GO:0004674" "protein serine/threonine kinase activity" 0.0229872582446583
-1328 0.134601363281214 4 5 "GO:0004675;GO:0005024" "transmembrane receptor protein serine/threonine kinase activity" 0.438561910235247
-134 0.774661652722248 2 18 "GO:0004683" "calcium/calmodulin-dependent protein kinase activity" 0.928208039813397
-1367 0.0685339914637787 4 7 "GO:0004690" "cyclic nucleotide-dependent protein kinase activity" 0.334581900218667
-1632 0.0659538678687333 2 5 "GO:0004691" "cAMP-dependent protein kinase activity" 0.334183574594723
-134 0.752353724938808 2 22 "GO:0004693;GO:0097472" "cyclin-dependent protein serine/threonine kinase activity" 0.924813031515039
218 0.771586213309277 2 7 "GO:0004697" "diacylglycerol-dependent serine/threonine kinase activity" 0.928208039813397
294 0.639608600765217 4 10 "GO:0004707" "MAP kinase activity" 0.874788808910557
170 0.748302589008435 3 14 "GO:0004708" "MAP kinase kinase activity" 0.922677907177815
-1290 0.00939540092762702 2 16 "GO:0004709" "MAP kinase kinase kinase activity" 0.107963223159428
27 0.94235948489667 2 28 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.980866842158366
-78 0.696397081033368 2 100 "GO:0004713" "protein tyrosine kinase activity" 0.908757934133886
236 0.465463642847985 4 38 "GO:0004714" "transmembrane receptor protein tyrosine kinase activity" 0.771973850960511
-527 0.176803319747164 3 26 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.497912193686215
-111 0.572609246194651 2 104 "GO:0004721" "phosphoprotein phosphatase activity" 0.833962431951263
-26 0.91912577686129 5 60 "GO:0004722" "protein serine/threonine phosphatase activity" 0.97721689230131
-306 0.683061550479314 6 7 "GO:0004723" "calcium-dependent protein serine/threonine phosphatase activity" 0.903494568825156
-144 0.650229899441866 5 39 "GO:0004725" "protein tyrosine phosphatase activity" 0.882748819178989
-249 0.759116528984946 6 6 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.927068919927018
1296 0.144380929336856 6 5 "GO:0004741" "[pyruvate dehydrogenase (acetyl-transferring)]-phosphatase activity" 0.450588445887917
-235 0.737385047574138 2 8 "GO:0004745" "all-trans-retinol dehydrogenase (NAD+) activity" 0.922677907177815
-954 0.239009976601231 2 6 "GO:0004753" "saccharopine dehydrogenase activity" 0.585625762748935
-1201 0.176125313505206 3 5 "GO:0004754" "saccharopine dehydrogenase (NAD+, L-lysine-forming) activity" 0.497912193686215
-527 0.452780076300699 7 8 "GO:0004758;GO:0016454" "serine C-palmitoyltransferase activity" 0.765303972668955
311 0.638054104002814 2 9 "GO:0004771" "sterol ester esterase activity" 0.874788808910557
677 0.257922503070354 4 11 "GO:0004791" "thioredoxin-disulfide reductase (NADPH) activity" 0.610195333550635
-403 0.389506103795663 2 18 "GO:0004796;GO:0036134" "thromboxane-A synthase activity" 0.732886484773418
220 0.739088300983212 4 9 "GO:0004800;GO:0046992" "thyroxine 5'-deiodinase activity" 0.922677907177815
-56 0.912851920233962 2 15 "GO:0004806" "triacylglycerol lipase activity" 0.97721689230131
238 0.54883768096882 3 25 "GO:0004812;GO:0016875" "ligase activity, forming carbon-oxygen bonds" 0.824185299889592
886 0.31824615937801 3 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 0.67699637540413
6 0.961582784904941 2 289 "GO:0004842;GO:0019787;GO:0016755" "aminoacyltransferase activity" 0.984532254711742
-163 0.544578785045959 2 55 "GO:0004843" "cysteine-type deubiquitinase activity" 0.824185299889592
276 0.0955429527737094 3 147 "GO:0004857" "enzyme inhibitor activity" 0.370372831987241
255 0.370164144804293 2 49 "GO:0004860;GO:0019210" "kinase inhibitor activity" 0.720441467198667
