gene,log2FoldChange
Montipora_capitata_HIv3___RNAseq.g38656.t1,-5.28857547279179
Montipora_capitata_HIv3___RNAseq.g34571.t1,1.70801473883399
Montipora_capitata_HIv3___RNAseq.g12097.t1,0.632019989412631
Montipora_capitata_HIv3___RNAseq.g37424.t1,1.75326681716714
Montipora_capitata_HIv3___TS.g17943.t1,-1.73858458485531
Montipora_capitata_HIv3___TS.g35289.t2,3.76275533249779
Montipora_capitata_HIv3___RNAseq.g27127.t1,0.710297357666741
Montipora_capitata_HIv3___RNAseq.g19995.t1,-1.30670065414273
Montipora_capitata_HIv3___RNAseq.g32223.t1,-1.35249457182686
Montipora_capitata_HIv3___TS.g39823.t1b,-3.99703357257235
Montipora_capitata_HIv3___RNAseq.g2533.t1,1.57596974758518
Montipora_capitata_HIv3___RNAseq.g10753.t1,1.72827701972392
Montipora_capitata_HIv3___RNAseq.g40556.t1,1.84234620037434
Montipora_capitata_HIv3___RNAseq.g29751.t1,-3.256484670677
Montipora_capitata_HIv3___RNAseq.g12020.t1,1.41790419703882
Montipora_capitata_HIv3___RNAseq.g3804.t1,-2.41809625791354
Montipora_capitata_HIv3___RNAseq.g13022.t1,0.937652095891158
Montipora_capitata_HIv3___RNAseq.g12236.t1,4.90588336013334
Montipora_capitata_HIv3___RNAseq.g20151.t1,-2.1335997225297
Montipora_capitata_HIv3___RNAseq.g46357.t1,-1.35321465060533
Montipora_capitata_HIv3___RNAseq.24234_t,1.08552018851228
Montipora_capitata_HIv3___RNAseq.g24595.t1,0.551454516755346
Montipora_capitata_HIv3___RNAseq.g35400.t1,1.18045392905684
Montipora_capitata_HIv3___RNAseq.g29212.t1,-1.25565050592303
Montipora_capitata_HIv3___RNAseq.g8826.t1,0.738931760600909
Montipora_capitata_HIv3___RNAseq.g40516.t1,4.57914338293733
Montipora_capitata_HIv3___RNAseq.g25143.t1,1.70617855829239
Montipora_capitata_HIv3___RNAseq.g44321.t1,1.07241888473958
Montipora_capitata_HIv3___TS.g47223.t1,4.93482700656761
Montipora_capitata_HIv3___RNAseq.g44164.t1,-1.3500485818881
Montipora_capitata_HIv3___RNAseq.g2578.t1,-2.06155489964077
Montipora_capitata_HIv3___RNAseq.35314_t,-2.04710218161521
Montipora_capitata_HIv3___RNAseq.g20303.t1,0.750743908412079
Montipora_capitata_HIv3___RNAseq.g45083.t2,1.79472565225736
Montipora_capitata_HIv3___RNAseq.g19544.t1,3.13539420332955
Montipora_capitata_HIv3___RNAseq.g43134.t1,-2.29817836422628
Montipora_capitata_HIv3___RNAseq.g47249.t1,-1.33993952551843
Montipora_capitata_HIv3___TS.g32593.t2,-0.986791333095719
Montipora_capitata_HIv3___RNAseq.g11766.t1,0.957338981975169
Montipora_capitata_HIv3___RNAseq.g35661.t1,1.98174209600841
Montipora_capitata_HIv3___TS.g36124.t1,1.10814594547612
Montipora_capitata_HIv3___RNAseq.g3828.t2,-2.5339811420561
Montipora_capitata_HIv3___TS.g35163.t1,-0.635512089371047
Montipora_capitata_HIv3___RNAseq.g14940.t1,1.37979464946183
Montipora_capitata_HIv3___RNAseq.g44050.t1,-1.73134810070536
Montipora_capitata_HIv3___RNAseq.g7805.t1,2.66494642757979
Montipora_capitata_HIv3___RNAseq.g26404.t1,-1.02400851769364
Montipora_capitata_HIv3___TS.g41030.t1,-1.43818059211482
Montipora_capitata_HIv3___RNAseq.g11185.t1,0.818261123732278
Montipora_capitata_HIv3___TS.g24711.t1,-0.854302166100274
Montipora_capitata_HIv3___RNAseq.g43964.t1,-3.13656668103531
Montipora_capitata_HIv3___TS.g46173.t1,1.09242300036926
Montipora_capitata_HIv3___RNAseq.g24324.t1,3.81044720550557
Montipora_capitata_HIv3___RNAseq.g47840.t1,1.47053978957414
Montipora_capitata_HIv3___RNAseq.g28388.t1,-4.79441799709623
Montipora_capitata_HIv3___TS.g36736.t1,4.9931688402906
Montipora_capitata_HIv3___TS.g7099.t1,-3.42507425028834
Montipora_capitata_HIv3___RNAseq.g46239.t1,0.501703809349926
Montipora_capitata_HIv3___RNAseq.g9696.t1,3.35216867880347
Montipora_capitata_HIv3___RNAseq.g37606.t1,-1.47105953127978
Montipora_capitata_HIv3___TS.g2514.t1,-1.03825118527696
Montipora_capitata_HIv3___RNAseq.g19868.t1,-0.577805487403652
Montipora_capitata_HIv3___RNAseq.g39489.t1,-1.57090133274948
Montipora_capitata_HIv3___RNAseq.g8347.t1,1.61700360775559
Montipora_capitata_HIv3___RNAseq.g835.t1,1.34880733990526
Montipora_capitata_HIv3___RNAseq.g45451.t1,1.02368429759514
Montipora_capitata_HIv3___TS.g28421.t1,4.10629429846546
Montipora_capitata_HIv3___TS.g14007.t1,2.7422792057084
Montipora_capitata_HIv3___RNAseq.g6149.t1,-0.796231421803552
Montipora_capitata_HIv3___RNAseq.g5264.t1,0.792023507295353
Montipora_capitata_HIv3___RNAseq.g687.t1,-3.62690665400459
Montipora_capitata_HIv3___RNAseq.g46460.t1,-1.09091961792218
Montipora_capitata_HIv3___TS.g42112.t1,1.78737794681596
Montipora_capitata_HIv3___RNAseq.g39031.t1,-2.34567879377743
Montipora_capitata_HIv3___RNAseq.g45358.t1,1.45373761498452
Montipora_capitata_HIv3___RNAseq.g9601.t1,0.547795668285768
Montipora_capitata_HIv3___RNAseq.g47197.t1,5.29436956617258
Montipora_capitata_HIv3___RNAseq.g20005.t1,1.76572045353129
Montipora_capitata_HIv3___RNAseq.g24202.t1,-1.63861391329887
Montipora_capitata_HIv3___RNAseq.g47231.t1,1.51184145624521
Montipora_capitata_HIv3___RNAseq.g31243.t1,-2.8342465025556
Montipora_capitata_HIv3___RNAseq.g8196.t1,2.99481188836148
Montipora_capitata_HIv3___RNAseq.g49286.t1,-3.04156130581015
Montipora_capitata_HIv3___RNAseq.g15353.t1,1.94620050803686
Montipora_capitata_HIv3___RNAseq.g35028.t1,1.02426009886249
Montipora_capitata_HIv3___RNAseq.g27142.t1,-2.40450415584802
Montipora_capitata_HIv3___RNAseq.g22923.t1,-1.31764888254858
Montipora_capitata_HIv3___TS.g20760.t1b,0.489815439047608
Montipora_capitata_HIv3___TS.g21121.t2,-0.711563545907068
Montipora_capitata_HIv3___RNAseq.g37560.t1,0.774344562820962
Montipora_capitata_HIv3___RNAseq.g4555.t1,2.13542773143711
Montipora_capitata_HIv3___RNAseq.g42333.t1,0.662938751850964
Montipora_capitata_HIv3___RNAseq.g26526.t1,0.94250710826301
Montipora_capitata_HIv3___RNAseq.g5237.t1,-3.97198771976981
Montipora_capitata_HIv3___TS.g19197.t1a,2.26812258439767
Montipora_capitata_HIv3___RNAseq.g24503.t1,2.16465777874085
Montipora_capitata_HIv3___RNAseq.g12077.t1,3.26820077019891
Montipora_capitata_HIv3___RNAseq.g21359.t1,2.94974593344968
Montipora_capitata_HIv3___RNAseq.g36610.t1,-3.59252034175114
Montipora_capitata_HIv3___RNAseq.7881_t,-3.76546747809736
Montipora_capitata_HIv3___RNAseq.g39581.t1,1.67109966596201
Montipora_capitata_HIv3___TS.g33140.t1,-1.10387667705012
Montipora_capitata_HIv3___RNAseq.g40470.t1,1.0404139652062
Montipora_capitata_HIv3___RNAseq.g43742.t1,-1.45047198653347
Montipora_capitata_HIv3___RNAseq.g44737.t1,1.30162870800791
Montipora_capitata_HIv3___RNAseq.g12664.t1,-0.384449297351673
Montipora_capitata_HIv3___RNAseq.g6634.t1b,1.04343978008157
Montipora_capitata_HIv3___RNAseq.g27965.t1,-0.88315242959833
Montipora_capitata_HIv3___RNAseq.g47467.t1,2.64371595797924
Montipora_capitata_HIv3___TS.g6485.t1,-1.56221780204029
Montipora_capitata_HIv3___RNAseq.g50331.t1,1.71432650053659
Montipora_capitata_HIv3___RNAseq.g15366.t1,2.90364286427763
Montipora_capitata_HIv3___TS.g19159.t1,-1.99251623093792
Montipora_capitata_HIv3___RNAseq.g41077.t1,-2.10329654140676
Montipora_capitata_HIv3___RNAseq.g12631.t1,1.53339419352428
Montipora_capitata_HIv3___RNAseq.g39795.t1,-2.66663016820272
Montipora_capitata_HIv3___RNAseq.g46637.t1,2.71194870304381
Montipora_capitata_HIv3___RNAseq.g49571.t1,2.09134696709888
Montipora_capitata_HIv3___TS.g33511.t1,2.81976432756726
Montipora_capitata_HIv3___RNAseq.g6036.t2,-2.35397953956
Montipora_capitata_HIv3___RNAseq.g49933.t1,-2.93137169873647
Montipora_capitata_HIv3___RNAseq.g28244.t1,-1.04501234810674
Montipora_capitata_HIv3___RNAseq.g14966.t1,1.92176123283171
Montipora_capitata_HIv3___RNAseq.g30553.t1,-1.6449933315354
Montipora_capitata_HIv3___RNAseq.g24607.t1,1.81459944260305
Montipora_capitata_HIv3___TS.g9955.t1,1.09687279691214
Montipora_capitata_HIv3___RNAseq.g13512.t1,-2.12295458090751
Montipora_capitata_HIv3___TS.g43170.t2,-0.670455242758654
Montipora_capitata_HIv3___RNAseq.g36337.t1,1.06739059824854
Montipora_capitata_HIv3___RNAseq.g43728.t1,-2.38143945472127
Montipora_capitata_HIv3___RNAseq.g4354.t1,4.55100412367161
Montipora_capitata_HIv3___TS.g19003.t2,-0.648209266199815
Montipora_capitata_HIv3___RNAseq.g34570.t1,2.94709545424398
Montipora_capitata_HIv3___TS.g21386.t1,2.16629226818811
Montipora_capitata_HIv3___RNAseq.g3939.t1,-4.51040599197419
Montipora_capitata_HIv3___RNAseq.g35178.t1,-1.19752682753113
Montipora_capitata_HIv3___RNAseq.g5159.t1,-2.15117115862314
Montipora_capitata_HIv3___RNAseq.g7292.t1,-0.858189196994614
Montipora_capitata_HIv3___RNAseq.g28264.t1,4.22263480211302
Montipora_capitata_HIv3___RNAseq.g26683.t1,1.1143001316291
Montipora_capitata_HIv3___TS.g47957.t2,1.18366957248358
Montipora_capitata_HIv3___RNAseq.g34140.t1,3.54675843333515
Montipora_capitata_HIv3___RNAseq.g16039.t1a,1.52303698064964
Montipora_capitata_HIv3___RNAseq.g29417.t1,-3.89890518419965
Montipora_capitata_HIv3___RNAseq.g36749.t1,0.889251787327353
Montipora_capitata_HIv3___RNAseq.g37081.t1,0.429862039901045
Montipora_capitata_HIv3___TS.g25657.t1,0.632769044371006
Montipora_capitata_HIv3___RNAseq.g11712.t1,2.81852817672394
Montipora_capitata_HIv3___TS.g37125.t1,0.628926661951543
Montipora_capitata_HIv3___RNAseq.711_t,-0.867219329864932
Montipora_capitata_HIv3___RNAseq.g5386.t1,-1.37793592424461
Montipora_capitata_HIv3___RNAseq.g43856.t1,-1.55129651275458
Montipora_capitata_HIv3___RNAseq.g15786.t1,-0.463185680759172
Montipora_capitata_HIv3___RNAseq.g35278.t1,0.642848508227786
Montipora_capitata_HIv3___RNAseq.g33881.t1,0.732261791811726
Montipora_capitata_HIv3___RNAseq.g36432.t1,-1.01573210446105
Montipora_capitata_HIv3___RNAseq.g5627.t1,2.71231286512714
Montipora_capitata_HIv3___RNAseq.g6926.t1,1.12660027851022
Montipora_capitata_HIv3___RNAseq.g41561.t1,0.941042275611844
Montipora_capitata_HIv3___RNAseq.g40917.t1,-1.82750786515369
Montipora_capitata_HIv3___TS.g1191.t1,1.60991113974669
Montipora_capitata_HIv3___RNAseq.g36415.t1,-2.39859846017019
Montipora_capitata_HIv3___TS.g18951.t1,3.31347521992311
Montipora_capitata_HIv3___RNAseq.g44409.t1,-3.29977684176053
Montipora_capitata_HIv3___RNAseq.g25838.t1,-3.64442801946942
Montipora_capitata_HIv3___RNAseq.g16466.t1,1.21888150397056
Montipora_capitata_HIv3___RNAseq.g47979.t1,3.27375652068844
Montipora_capitata_HIv3___RNAseq.g10766.t1,-2.0431960961881
Montipora_capitata_HIv3___RNAseq.g14489.t1,0.675653043527163
Montipora_capitata_HIv3___RNAseq.g12801.t1,-0.707685557391355
Montipora_capitata_HIv3___RNAseq.g38070.t1,-3.10115686682309
Montipora_capitata_HIv3___RNAseq.g19120.t1,-1.08328447715967
Montipora_capitata_HIv3___RNAseq.g37228.t1,-0.727131473050072
Montipora_capitata_HIv3___RNAseq.g12916.t1,-3.09370817876053
Montipora_capitata_HIv3___RNAseq.g7987.t1,1.63871676257463
Montipora_capitata_HIv3___RNAseq.g13421.t1,-1.09479476098509
Montipora_capitata_HIv3___RNAseq.g20265.t1,-1.428138870599
Montipora_capitata_HIv3___RNAseq.g30615.t1,-0.966371300802994
Montipora_capitata_HIv3___RNAseq.g29974.t1,1.00179434566601
Montipora_capitata_HIv3___TS.g28304.t1,3.62599867830212
Montipora_capitata_HIv3___RNAseq.g36957.t1,-3.28722272240805
Montipora_capitata_HIv3___RNAseq.g6925.t1,0.999060857551342
Montipora_capitata_HIv3___RNAseq.g39427.t1,-2.5991435868638
Montipora_capitata_HIv3___TS.g26097.t1,0.672877620484611
Montipora_capitata_HIv3___RNAseq.g48051.t1,0.658163406811778
Montipora_capitata_HIv3___RNAseq.g34318.t1,-0.802160467948436
Montipora_capitata_HIv3___RNAseq.g13465.t1,0.779996543050296
Montipora_capitata_HIv3___RNAseq.g25462.t1,1.56854367158303
Montipora_capitata_HIv3___RNAseq.g20208.t1,1.68892183641983
Montipora_capitata_HIv3___RNAseq.g35140.t1,-0.78217230586406
Montipora_capitata_HIv3___TS.g22817.t1,2.10086645368311
Montipora_capitata_HIv3___TS.g26488.t2,1.22365437131289
Montipora_capitata_HIv3___RNAseq.g29997.t1,-3.70452967057178
Montipora_capitata_HIv3___RNAseq.g31227.t1,1.9847887223399
Montipora_capitata_HIv3___RNAseq.g40984.t1,-1.3130140817833
Montipora_capitata_HIv3___TS.g49613.t1,-1.91027000221103
Montipora_capitata_HIv3___RNAseq.g47327.t1,-2.33762488885009
Montipora_capitata_HIv3___TS.g4184.t1,1.18420274583394
Montipora_capitata_HIv3___RNAseq.g16211.t1,0.915969197229394
Montipora_capitata_HIv3___RNAseq.g20000.t1,-1.3263156909059
